2026-06-15 23:13:19,915 | ERROR | [system] | Critical Database Infrastructure Fault during init: could not translate host name "db" to address: Name or service not known
2026-06-19 11:22:04,939 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:05,194 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:05,203 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:07,514 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:07,525 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:09,200 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:09,204 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:09,521 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:09,963 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:11,501 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:11,511 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:13,189 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:13,205 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:14,508 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:15,000 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:15,192 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:15,202 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:17,490 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:17,500 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:19,192 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:19,211 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:19,507 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:20,025 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:25,049 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:30,070 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:34,817 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:34,817 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:34,831 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:35,094 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:36,423 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:36,439 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:39,494 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:39,496 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:39,510 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:40,116 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:41,198 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:41,209 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:43,512 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:43,526 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:44,180 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:45,141 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:45,509 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:45,534 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:47,181 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:47,193 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:49,512 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:49,513 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:49,523 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:50,167 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"
